,Quality,ID#1,ID#2,#1 String,#2 String
77,1,3113657,3113590,"Customers that pay the $1,219 entrance fee get SMS 2003 with 10 device client access licenses.","Retail pricing for SMS 2003 with 10 device client access licenses is $1,219."
80,1,1081112,1081199,MSN Messenger 6 will be available for download starting at 6 p.m. GMT on Wednesday from http://messenger.msn.com/download/v6preview.asp.,"The MSN Messenger 6 software will be available from 11 a.m. PST on Wednesday, according to Microsoft."
82,1,1246493,1246786,The most serious breach of royal security in recent years occurred in 1982 when 30-year-old Michael Fagan broke into the queen's bedroom at Buckingham Palace.,"It was the most serious breach of royal security since 1982 when an intruder, Michael Fagan, found his way into the Queen's bedroom at Buckingham Palace."
86,1,228991,229263,"The network is also dropping its Friday night ""Dateline"" edition.","The network will drop one edition of ""Dateline,"" its newsmagazine franchise."
87,1,459228,458802,"""I'm real excited to be a Cleveland Cavalier,"" James said.","""I'm really excited about going to Cleveland,"" James told ESPN.com."
89,1,479412,479618,"The others were ABN AMRO AAH.AS , ING ING.AS , Goldman Sachs GS.N and Rabobank [RABN.UL].","The five main banks are ABN AMRO AAH.AS , ING ING.AS , J.P. Morgan JPM.N , Goldman Sachs GS.N and Rabobank [RABN.UL]."
91,1,1796642,1796689,They were at Raffles Hospital over the weekend for further evaluation.,"They underwent more tests over the weekend, and are now warded at Raffles Hospital."
92,1,3099578,3099683,"Rich media doubled its share, increasing from 3% in Q2 2002 to 6% in Q2 2003.","Rich Media interactive ad formats doubled their share from 3% in second quarter of 2002, to 6% in the second quarter of 2003."
94,1,2632867,2632821,Supermarket chains facing a possible grocery clerk strike this week accused union leaders Monday of breaking off contract talks prematurely over the weekend.,Supermarket chains are accusing union leaders of breaking off contract talks prematurely over the weekend as grocery clerks gear up for a possible strike.
97,1,1552072,1551932,"Don Asper called the attack ""bothersome,"" before he and his wife contacted the firm's Web site provider to replace the vandalized page.","In a telephone interview, Don Asper called the attack ""bothersome,"" before he and his wife contacted the firm's web site provider to have the vandalised page replaced."
99,1,315656,315787,York had no problem with MTA's insisting the decision to shift funds had been within its legal rights.,York had no problem with MTA's saying the decision to shift funds was within its powers.
100,1,1831381,1831491,"Licensing revenue slid 21 percent, however, to $107.6 million.","License sales, a key measure of demand, fell 21 percent to $107.6 million."
101,1,864267,864579,"In his speech, Cheney praised Barbour's accomplishments as chairman of the Republican National Committee.",Cheney returned Barbour's favorable introduction by touting Barbour's work as chair of the Republican National Committee.
102,1,3119490,3119464,"If the magazine lost more than $4.2 million in a fiscal year, O'Donnell would be allowed to quit.","If Rosie lost more than $4.2 million in a fiscal year, O'Donnell - by contract - would have been permitted to quit."
103,1,1378004,1378107,"The upcoming second-quarter earnings season will be particularly important in offering investors guidance, they say.",They say second-quarter earnings reports will be key in giving investors that guidance.
104,1,266876,266783,"During her two days of meetings, Rocca will not meet the rebels since they are banned by the United States as a ""terrorist organisation"".","During her two-day visit, Rocca will not meet the rebels since the United States has banned them as a ""terrorist organisation""."
106,1,1958143,1958023,"The blue-chip Dow Jones industrial average .DJI added 38 points, or 0.42 percent, to 9,165.","The Dow Jones Industrial Average [$INDU] ended at session highs, gaining 64.64 points, or 0.7 percent, to 9,191.09."
107,1,1626524,1626556,"By the time the two-term president left office in 1989, the Navy had nearly 600 ships--about twice the ships it has today.","By the time that Reagan left office in 1989, the Navy had nearly 600 ships - about twice the number that it has today."
108,1,1694560,1694514,We are piloting it there to see whether we roll it out to other products.,Macromedia is piloting this product activation system in Contribute to test whether to roll it out to other products.
109,1,1945483,1945409,This issue is unlikely to be resolved until lawmakers return from their summer recess in early September.,The issue is unlikely to be resolved until Congress reconvenes in early September.
110,1,2689148,2689306,"""We will clearly modify some features of our plans as well as their administration,"" Mr. Reed said in his letter.","""We will clearly modify some features of our plans as well as their administration,"" Reed said in a letter to the NYSE's 1,366 members."
113,1,2636303,2636440,"Judge Gerald W. Heaney, in dissent, said the authorities should have allowed the prisoner to be medicated without the consequence of execution.","In dissent, Judge Gerald W. Heaney said the authorities should have allowed Mr. Singleton to be medicated without the consequence of execution."
114,1,361266,361184,That was 4 cents higher than the expectations of analysts surveyed by Thomson First Call.,The per-share earnings were also 4 cents per share higher than the expectations of analysts surveyed by Thomson First Call.
119,1,2359452,2359376,"In a statement, Microsoft said the dividend is payable Nov. 7 to shareholders of record on Oct. 17.","The dividend, the company's second this calendar year, is payable on Nov. 7 to shareholders of record at the close of business Oct. 17."
120,1,203291,203344,She asked to be excused from last week's Cabinet session to prepare for a meeting with the presidents of Rwanda and Uganda.,She took the highly unusual step of skipping cabinet to attend a meeting with the presidents of Rwanda and Uganda.
122,1,2792884,2792738,The jury asked for transcripts of Quattrone's testimony about his role in the IPO allocation process.,The jury asked to have Mr. Quattrone's testimony about his role in the allocation of stock offerings read to them.
123,1,629417,628975,I have no doubt whatever that the evidence of Iraqi weapons of mass destruction will be there.,"""I have said throughout ... I have absolutely no doubt about the existence of weapons of mass destruction."
124,1,3364032,3364117,Albertsons and Kroger's Ralphs chain locked out their workers in response.,Kroger's Ralphs chain and Albertsons immediately locked out their grocery workers in a show of solidarity.
125,1,1676486,1676574,It later emerged that he had broken his right thigh and bones in his right wrist and elbow.,Tour doctors later confirmed that he had broken his right leg near the hip and also sustained wrist and elbow fractures.
126,1,2313560,2313548,"Court Judge Robert Sweet said the plaintiffs failed ""to draw an adequate casual connection between the consumption of McDonald's food and their alleged injuries.""","The judge in U.S. District Court in Manhattan said the plaintiffs had failed ""to draw an adequate casual connection between the consumption of McDonald's food and their alleged injuries."""
127,1,2375777,2375808,"A neighbor said a duffel bag containing a woman's body was dug up, and the other body was encased in concrete.","A neighbor said a woman's body was dug up in a duffel bag, and the other was encased in concrete."
129,1,2815705,2815885,Southwest said it completed inspections of its entire fleet of 385 aircraft -- all 737s -- and found no additional items.,Southwest said it had already inspected its fleet of 385 aircraft and found no additional suspicious items.
131,1,396175,396035,The South Korean Agriculture and Forestry Ministry also said it would throw out or send back all Canadian beef currently in store.,The South Korean Agriculture and Forestry Ministry said it would scrap or return all Canadian beef in store.
134,1,3046537,3046639,"""The Domino application server is going to be around for at least the next decade.""","""The Domino application server will be around for the next decade,"" he said."
136,1,2020349,2020588,Sequent representatives could not immediately be reached for comment on the SCO announcement.,A spokesman for SCO could not be reached for comment this afternoon.
137,1,2196877,2196798,"CCAG supported Bill Curry, Rowland's opponent in the 2002 gubernatorial election.","Mr. Swan's group supported the governor's Democratic opponent, Bill Curry, in the 2002 election."
138,1,3422853,3422916,The study is being published today in the journal Science.,Their findings were published today in Science.
139,1,1761421,1761551,"""The panel told the U.S. to correct its flawed determination,"" said Pierre Pettigrew, Canada's trade minister, in a statement.","""The panel told the U.S. to correct its flawed determination,"" Mr. Pettigrew said in a statement."
140,1,2609667,2609889,Kay was sent to Iraq to co-ordinate efforts to find the weapons that US intelligence reported before the invasion that ousted Iraqi president Saddam Hussein had.,Kay was sent to Iraq this summer to coordinate efforts to find the weapons that U.S. intelligence reported before the war that Saddam Hussein had.
141,1,1596087,1596024,"""It's a recognition that we were provided faulty information,"" Tom Daschle, the senate Democratic leader, told reporters.","""It's a recognition that we were provided faulty information,"" Senate Democratic Leader Tom Daschle of South Dakota told reporters."
142,1,274229,274136,"Monday's attacks Monday were among the deadliest against Americans since Sept. 11, 2001.",They were the deadliest terrorist attacks against Americans since September 11.
143,1,774520,774298,The MDC called the strike to force Mr Mugabe to either resign or negotiate a settlement of the Zimbabwe crisis.,The MDC called the week-long protest to urge Mugabe either to resign or to negotiate a settlement of the crisis gripping the country.
144,1,2968215,2968166,Police and school officials agreed last week to step up police presence in response to reports of increased violence and gang activity.,Police met with school officials Oct. 24 and agreed to increase their presence after reports of increased violence and gang activity.
145,1,2532424,2532313,"""We started our investigation of the child porn ring last year in August and soon realized that it was a big thing,"" Mr. Beer said.","""We started our investigation of the child porn ring last year in August and soon realised that it was a big thing,"" Mr Beer told a packed press conference."
147,1,2384731,2384653,But planning for an expansion of Wagerup has been caught up in a heated debate about the existing project's effect on local residents.,But plans to expand Wagerup had been caught up in a heated debate about the existing pro-ject's impact on the amenity of local residents.
148,1,816341,816360,"PeopleSoft management could choose to activate an anti-takeover defense known as a ""poison pill,"" designed to thwart undesired suitors.","PeopleSoft is equipped with an anti-takeover defence, known as a ""poison pill,"" designed to thwart undesired suitors."
149,1,855331,855107,"In connection with the incident, I have acknowledged that I behaved inappropriately.""","""I have acknowledged that I behaved inappropriately,"" he said."
150,1,2425559,2425606,Hotly contested legislation that would change the state's takeover law and help a Michigan-based development company fend off a takeover cleared the state Senate on Thursday.,Legislation that would change state takeover law and help Bloomfield Hills-based Taubman Centers Inc. fend off a $1-billion takeover won committee approval Tuesday.
151,1,716894,716603,The New York Mets then selected outfielder Lastings Milledge from Lakewood Ranch High School in Florida.,"The Mets took Lastings Milledge, an outfielder from Florida, with the 12th pick."
154,1,1089463,1089519,Coca-Cola said it expected its write-down to cut a quarter of a penny per share from second-quarter earnings.,"The write-down will cut a quarter of a penny per share from second-quarter earnings, according to Coca-Cola."
155,1,3256383,3256410,"The Defense Department statement said legal access for Hamdi was not required by domestic or international law and ""should not be treated as precedent.""","The Pentagon statement said that allowing Hamdi access to a lawyer ""is not required by domestic or international law and should not be treated as a precedent."""
156,1,715320,715197,"Clijsters was simply too complete and powerful for the Spanish veteran Conchita Martínez in her quarterfinal, winning, 6-2, 6-1.","Clijsters was simply too powerful for Spanish veteran Conchita Martinez, winning 6-2, 6-1."
157,1,833153,833193,"City Councilman Cedric Wilson said those killed were Cpl. James Crump, Officer Arnold Strickland and dispatcher Ace Mealer.","Fayette City Councilman Cedric Wilson identified the dead as Cpl. James Crump, Officer Arnold Strickland and dispatcher Ace Mealer."
159,1,1408377,1408706,The interview came a day after a report in the British press that he had been taken into custody.,The interview Thursday came a day after Britain's Daily Mirror reported Sahhaf had been taken into custody.
160,1,3073750,3073779,Lay had argued that handing over the documents would be a violation of his Fifth Amendment rights against self-incrimination.,"Lay had refused to turn over the papers, asserting his Fifth Amendment right against self-incrimination."
161,1,1611763,1611723,"""I don't know whether that means two years or four years.","""Whether that means two years or four years, I don't know."""
162,1,3265736,3265630,Walker said he expects that the president's budget will include a request for three percent to five percent budget increases for NASA for each of the next five years.,Walker said he expects that the president’s budget will include a request for 3 to 5 percent budget increases for NASA for each of the next five years.
163,1,1819056,1819124,"Shares in BA were down 1.5 percent at 168 pence by 1420 GMT, off a low of 164p, in a slightly stronger overall London market.","Shares in BA were down three percent at 165-1/4 pence by 0933 GMT, off a low of 164 pence, in a stronger market."
165,1,1510296,1510225,Both have said they are willing to take the slim chance of success for the opportunity to lead separate lives.,Twenty-nine-year-old Iranian sisters Ladan and Laleh Bijani are willing to accept the slim chance of success just for an opportunity to lead separate lives.
166,1,345963,345901,She had been critically ill after May 7 surgery to replace a heart valve.,She had been critically ill since having surgery at Baptist Hospital on May 7 to replace a heart valve.
168,1,881153,881309,"Braker said Wednesday that police, as part of protocol, were talking with other children Cruz had access to.","He told ""Today"" that authorities, as part of protocol, were talking with other children Cruz had had access to."
169,1,2224082,2223823,"The state will consider the police memorial after planning a World Trade Center Memorial, said Micah Rasmussen, a spokesman for Gov. James E. McGreevey.","The state will consider the police memorial after planning is completed on another memorial to all the victims, said Micah Rasmussen, a spokesman for Gov. James E. McGreevey."
170,1,1630597,1630669,"Stewart said the ring was most likely a work in progress, and that weak links such as being tied to a single server will be eliminated over time.","Mr. Stewart said the ring was most likely a work in progress, and that flaws, like being tied to a single server, would be eliminated over time."
171,1,2678860,2678895,It will also give Microsoft an opportunity to comment on remedies proposed by the Commission.,"Among other things, Microsoft is to comment on proposed remedies in its response."
172,1,2482005,2481972,The State Court of Appeals did not explain the reason for keeping the lower court's unanimous opinion from July.,The State Court of Appeals did not explain its reasons for not disturbing the Appellate Division's unanimous opinion issued in July.
176,1,2759792,2759807,"Stock futures were mixed in early Thursday trading, but trading below fair value, pointing to a lower open for the major market indexes.","Stock futures were trading lower early on Thursday, below fair value, pointing to a lower open."
178,1,1789073,1788780,SCO says the pricing terms for a license will not be announced for weeks.,"Details on pricing will be announced within a few weeks, McBride said."
179,1,2216664,2216689,Further estimates show that it is the fourth most common cause of cancer in men and the eighth most common in women.,Bladder cancer is the fourth most common cancer in American men and the eighth in women.
183,1,1730650,1730772,"His Chevrolet Tahoe was found abandoned June 25 in a Virginia Beach, parking lot.","His sport utility vehicle was found June 25, abandoned without its license plates in Virginia Beach, Va."
184,1,1462786,1463120,Spitzer was among a group of federal and state regulators who negotiated a $1.4 billion settlement with 10 brokerage houses to settle investigations of analyst conflicts of interest.,Spitzer was among a group of federal and state regulators who negotiated a $1.4 billion settlement with 10 brokerages over analyst conflict-of-interest allegations.
185,1,1921865,1921879,"Crohn's disease causes inflammation of the intestine and symptoms include diarrhea, pain, weight loss and tiredness.","Symptoms include chronic diarrhoea, abdominal pain, weight loss and extreme tiredness."
189,1,2195721,2195937,The Bush administration's hope is that by increasing the efficiency of older power plants -- especially coal -- more power can be produced more cheaply.,The administration's hope is that by increasing the efficiency of older coal-fired plants - the most affected segment - more power can be produced more cheaply.
192,1,2011656,2011796,"His chief lawyer, Mahendradatta, said Bashir was mentally prepared for a heavy sentencing demand and felt the Marriott bombing would affect the decision.","A lawyer for Bashir, Mahendradatta, said earlier his client was mentally prepared for a heavy sentencing demand and had felt the Marriott bombing would affect the decision."
193,1,2384647,2384724,"This comes at a time when Alba is expanding its aluminium output by 307,000 tonnes a year and is accelerating plans for another 307,000 tonnes-a-year increase.","That comes as Alba is lifting its aluminium output by 307,000 tonnes a year and accelerating plans for another 307,000 tonnes-a-year increase."
195,1,3334681,3334887,"The main psychologist, Dwight Close, referred questions to an agency spokeswoman, who said she wouldn't comment on personnel issues.","The main psychologist in the Rodriguez case, Dwight Close, referred questions to an agency spokeswoman, who didn't immediately return a call."
197,1,1571035,1571099,The survey also found that executives who feel that current economic conditions have improved rose to 35 per cent from 15 per cent last quarter.,"The survey also found that more executives feel that current economic conditions have improved, at 35 per cent compared to 15 per cent in the first quarter."
198,1,607096,607222,"Taiwan has attempted to gain observer status to the United Nations-affiliated WHO for seven years, but again was rebuffed March 19 at its annual conference in Geneva.","It has sought observer status for seven years, but was again rebuffed May 19 at the annual WHO conference in Geneva."
201,1,2749203,2749190,"Dave Tomlin, assistant general counsel of The A.P., said his organization was still deciding whether to appeal.","Dave Tomlin, AP's assistant general counsel, said the parties are deciding whether to appeal the order."
202,1,423227,423244,"Weyerhaeuser is the one of the worlds largest producers of softwood lumber, with the capacity to produce 7.6 billion board feet a year.","Weyerhaeuser, one of the world's largest producers of softwood, can produce about 7.6 billion board feet a year."
203,1,2702505,2702695,"If their circulatory systems are not properly separated, it could kill one or both of them, doctors have said.","But if their circulatory systems are not properly separated, it could kill them, doctors say."
206,1,1050718,1050632,"Gartner's report said global WLAN equipment shipments reached 19.5 million last year, a 120 percent increase over 2001's 8.9 million units.","Total shipments reached 19.5 million units last year, compared with 8.9 million units in 2001."
207,1,2924620,2925014,"They were being held Sunday in the Camden County Jail on $100,000 bail each.","The Jacksons remained in Camden County jail on $100,000 bail."
209,1,209615,209601,"Saddam's other son, Odai, surrendered Friday, but the Americans are keeping it quiet because he's a U.S. agent.","Hussein's other son, Uday, surrendered yesterday, but the Americans are keeping it quiet because he's a US agent."
211,1,232432,232716,"There are 625 U.N. troops in Bunia, while there are between 25,000 and 28,000 tribal fighters, from all sides, in the region.","There are 625 U.N. troops in Bunia, while there are between 25,000 and 28,000 tribal fighters in the region, with thousands of them deployed in and around Bunia."
212,1,2670301,2670231,"The driver of the truck escaped and is now being sought by the police, Supoyo said.",But police say the driver of the truck has not been found and is wanted for questioning.
214,1,399715,399588,Total Information Awareness is now Terrorism Information Awareness.,The new name will be Terrorism Information Awareness.
216,1,731753,731593,"""I just hope that this event doesn't tarnish his career or take away from what he's done.""","""But I just hope that this event, whatever it was, doesn't tarnish his career or take away all that Sammy Sosa's done."
217,1,1705093,1704989,"Robert B. Willumstad, 57, Citigroup's president, was named chief operating officer.","And Robert B. Willumstad, 57, who is currently president of Citigroup, was named chief operating officer."
218,1,451540,451590,The service is deploying Cisco's BTS 10200 Softswitch cable modem termination system and MGXR 8850 voice gateway products.,"This solution includes the BTS 10200 soft switch, uBR7246VXR cable modem termination system and MGX 8850 voice gateway products."
219,1,3314564,3314185,"Last year, there were shortages of shots for diphtheria-tetanus-whooping cough, measles-mumps-rubella, pneumococcal disease, tetanus and chicken pox nationally.","In the past two years scientists say there have been vaccine shortages for diphtheria-tetanus-whooping cough, measles-mumps-rubella, pneumococcal disease, tetanus and chicken pox."
220,1,804259,804115,County Judge Tim Harley declared a mistrial because the jury could not reach a verdict.,Judge Tim Harley declared a mistrial in the Adrian McPherson gambling trial today after the jury was unable to reach a verdict.
222,1,2939979,2939941,"Heather, 35, who lost a leg in a road accident, is thought to have steel plates fitted in her hips, which would make natural childbirth impossible.",Former model Lady McCartney lost a leg in a road accident in 1993 and is understood to have steel plates fitted in her hips which would make natural childbirth difficult.
224,1,379579,379458,"Pacific Northwest has more than 800 employees, and Wells Fargo has 2,400 in Washington.","It has 800 employees, compared with Wells Fargo's 2,400."
225,1,481929,481981,"However, other unions including the powerful CGT remained opposed to the reform and demanded the government begin fresh negotiations with them.","The powerful CGT and other unions remained opposed to the plans, however, and demanded the government renegotiate the reform with them."
226,1,2787375,2787404,"On health care, the NDP says there will be no privatization and no health-care premiums.",The New Democrats also renewed their commitment to no health-care privatization and no premiums.
230,1,3125018,3124927,Chi-Chi's has agreed to keep the restaurant closed until Jan. 2 _ two months after it voluntarily closed following initial reports of the disease.,Chi-Chi's has agreed to keep the restaurant closed until Jan. 2 -- two months after it voluntarily closed when the disease was first reported.
231,1,2025802,2025681,"Four versions of Windows operating systems are targeted: Windows NT, Windows 2000, Windows XP and Windows Server 2003.","The new worm affects these Windows systems: 2000, XP, NT 4.0 and Server 2003."
232,1,2357216,2357196,It calls for the agency to plan an independent safety and engineering organization.,The agency has yet to fully formulate a strategy for the creation of an independent engineering technical authority.
233,1,3190817,3190834,No official ceremony was planned to mark the anniversary in Dallas.,"In Dallas, no official ceremony marked the anniversary."
235,1,1653584,1653844,The victims were last seen at church last Sunday; their bodies were discovered Tuesday.,The family was last seen July 6 and their bodies were found Tuesday.
237,1,1809432,1809422,Software developers use compilers to translate programming languages such as C++ into the language that can be read by a particular processor.,"Software developers use compilers to translate a programming language, such as C++, into the machine language understood by the processor."
240,1,826466,826607,"That second dossier, passed to journalists during Mr Blair's trip to Washington, said it drew on ""a number of sources, including intelligence material"".","That second dossier, passed to journalists on Mr Blair's trip to Washington to discuss war plans, said it drew upon ""a number of sources, including intelligence material""."
242,1,2876861,2876951,Wal-Mart estimates more than 100 million Americans visit their stores every week.,"Each week 138 million shoppers visit Wal-Mart's 4,750 stores."
243,1,3372291,3372332,"For the 12-month period ending June 30, high-speed lines installed in homes and businesses increased by 45 percent.","For the full year period ending June 30, 2003, high-speed lines increased by 45 percent."
245,1,1369754,1369906,"While some other parts of Africa have been used as staging grounds for the terror group, Malawi previously had not been a major focus of investigations into al-Qaida.","While some other parts of Africa have been used as Al Qaeda staging grounds, Malawi had previously not been a major focus of investigations into the group."
246,1,881734,882010,"Police said yesterday they believe Mr. Cruz knew of the girl through one of her former schoolmates, though neither the girl nor her family knew him.","Police said on Monday they believed Cruz knew of the fourth-grade girl through one of her former schoolmates, although neither the girl nor her family knew him."
247,1,1413741,1413711,"The Prime Minister, Junichiro Koizumi, joined the criticism.",Prime Minister Junichiro Koizumi said Mr Ota deserved to be criticised.
248,1,3159653,3159764,"There is one drug on the market for macular degeneration, Visudyne, and it is approved for the treatment of only one subtype that represents a minority of cases.","There is only one drug on the market for macular degeneration, and it is approved to treat only one subtype that represents a minority of cases."
250,1,1784474,1784513,"The bureau also failed to pursue other leads, including a local imam who dealt with several key 9-11 figures.","The FBI also failed to pursue other leads, including a San Diego imam who dealt with several 9/11 figures, it adds."
254,1,770328,770414,The Herald reported on Tuesday that internet developer Bruce Simpson was building a missile from parts ordered over the internet and shipped through Customs.,A home handyman is building a missile in his garage with parts bought over the internet and shipped through Customs.
255,1,1134743,1134948,Papandreou said EU leaders would discuss the appointment of Trichet as ECB president on Thursday evening or Friday.,Papandreou said EU leaders would discuss the appointment of Bank of France governor Jean-Claude Trichet as president of the European Central Bank on Thursday or Friday.
256,1,2173497,2173632,"Vivendi pointed out that in both possible combinations, it would maintain a substantial minority interest in a U.S. media corporation ""with excellent growth potential.""","It also added that both proposals would allow Vivendi Uni to maintain ""a substantial minority interest in a U.S. media corporation with excellent growth potential."""
257,1,1090499,1090289,"Zilkha and other shareholders, including Coastal founder Oscar Wyatt Jr., had called for Wise's firing for months.","Zilkha and other shareholders, including Coastal Corp. founder and vocal El Paso critic Oscar Wyatt Jr., had called for Wise's termination for months."
258,1,2228840,2228717,"The last time the survey was conducted, in 1995, those numbers matched.","In 1995, the last survey, those numbers were equal."
259,1,2132227,2132275,"Cooper, the boy's mother, started coming to the church about three months ago after she met a parishioner at a doctor's office, Hemphill said.","The boy's mother, Patricia Cooper, started coming to the church about three months ago after she met one of its members at a doctor's office, Hemphill said."
260,1,390511,390658,"To win final United States approval, the treaty would have to be signed by President Bush and ratified by Congress.",The treaty must be signed by the president and ratified by Congress to take effect.
261,1,2222267,2222353,"The deal with the Carmel-based insurer is expected to close shortly, said Macklowe spokesman Howard J. Rubenstein.","Macklowe has signed a sale contract, which is expected to close shortly, said his spokesman, Howard Rubenstein."
262,1,3085916,3085789,"Intelligence officials in Washington warned lawmakers a week ago to expect a terrorist attack in Saudi Arabia, it was reported today.","Intelligence officials told key senators a week ago to expect a terrorist attack in Saudi Arabia, Sen. Pat Roberts (R-Kan.) said yesterday."
263,1,1907709,1907769,Plofsky said the commission won't investigate because the three-year statute of limitations has expired.,"The panel will not begin a formal investigation because the statute of limitations has expired, Plofsky said."
268,1,2536332,2536313,"Under the Government Network Security Act of 2003, federal agencies would have six months to develop and implement P2P security plans.","If enacted, federal agencies would have six months to develop and implement these plans."
269,1,1707805,1707851,"Sales as measured by volume, a key gauge of financial health in the beverage sector, grew 5 percent in the quarter.","Coke's unit case volume, a key measure of financial health in the beverage sector, grew 5 percent in the quarter."
270,1,2980398,2980147,"Gainer said the two staff aides are ""very sorry this all happened,"" and the security personnel had performed ""well within standards.""","The security personnel performed ``well within standards'' and the two staff aides were ``very sorry all this happened,'' Gainer said."
272,1,1134101,1133958,"He will leave Hollesley Bay open prison at Woodbridge, Suffolk, on Monday, July 21.","Lord Archer is likely to be released from Hollesley Bay open prison at Woodbridge, Suffolk, on July 21."
276,1,3353902,3353811,Retail industry experts predict the next five days will likely make or break Christmas 2003 for many retailers.,"As the holiday shopping season peaks, industry experts predict the coming week could make or break Christmas 2003 for many retailers."
277,1,2332632,2333026,"Police then called a bomb squad, but the device exploded, killing Wells, before bomb technicians arrived.","While waiting for a bomb squad to arrive, the bomb exploded, killing Wells."
278,1,3254081,3254131,"The Standard & Poor's 500 stock index pulled back by nearly 4 points to 1,066.62.","The broad Standard & Poor's 500 Index <.SPX> fell 0.70 points, or 0.07 percent, to 1,069.42."
279,1,1268485,1268448,The euro has slipped nearly four percent since matching a record peak of around $1.1935 only last week and hitting an all-time high of 140.90 yen in late May.,The euro has slipped as much as four cents since matching a record peak near $1.1935 last week and hitting a record high of 140.90 yen in late May.
280,1,2173289,2173179,"The FBI informed Easynews that an individual had used the Easynews UseNet server   to upload the SoBig.F virus on Monday, August 18th, the company said in a statement.","""The FBI informed Easynews.com that an individual had used the Easynews.com UseNet server to upload the SoBig.F virus on Monday, August 18th."
282,1,2724265,2724346,"But Peterson added, ""I don't know anybody in the conference committee who's fighting to keep it out completely.""","But Peterson added, I dont know anybody in the conference committee whos fighting to keep it out completely."
283,1,781404,781423,Named in the complaint were former chief executive officers Paul A. Allaire and G. Richard Thoman and former CFO Barry D. Romeril.,The executives fined included former Chief Executives Paul A. Allaire and G. Richard Thoman as well as former Chief Financial Officer Barry Romeril.
284,1,2906103,2906321,Both were charged with four counts of aggravated assault and 14 counts of endangering the welfare of children.,The Jacksons each were charged with four counts of aggravated assault and 14 counts of child endangerment.
286,1,2550244,2550413,The Senate Banking Committee is scheduled to hold a hearing on Tuesday where Donaldson is scheduled to testify on hedge and mutual funds.,"The Senate Banking Committee is scheduled to hold a hearing on Tuesday, when Donaldson will be questioned about hedge and mutual funds."
291,1,612172,612073,"The Food and Drug Administration rejected ImClone's 2001 application to sell Erbitux, citing shoddy research.","The U.S. Food and Drug Administration rejected ImClone's original application in December 2001, saying the trial had been sloppily conducted."
292,1,3287079,3287709,He claimed Red Hat and the Free Software Foundation with trying to undermine U.S. copyright and patent law.,"In his letter, McBride charges the Free Software Foundation and Red Hat with trying to undermine U.S. copyright laws."
293,1,3351573,3351167,Beaumont said he doesn't expect a rapturous welcome for Jackson if he goes ahead with his visit to England.,"Mark Beaumont, a staff writer at music magazine NME, said he doesn't expect a rapturous welcome for Jackson if he goes ahead with his visit to England."
294,1,2818485,2818521,"According to a news release sent by the Terry Schindler-Schiavo Foundation, Florida Speaker Johnnie Byrd will introduce ""Terri's Bill"" during the special session Monday.","Florida's Speaker of the House Johnnie Byrd, is expected to introduce ''Terri's Bill'' during a one-day special session of the state legislature being held today in Tallahassee."
295,1,422580,422428,Its shares jumped to $54.50 in pre-open trading from $50.90 at Wednesday's close.,"Shares jumped almost 7 percent in pre-open trading, rising to $18.26 from $17.05 at Tuesday's close."
298,1,3313504,3313769,Authorities said the scientist properly quarantined himself at home after he developed SARS symptoms Dec. 10.,"The scientist also quarantined himself at home as soon as he developed SARS symptoms, officials said."
299,1,2321397,2321451,Five-time Tour de France winner and cancer survivor Lance Armstrong had a few words of advice for other cancer survivors in Denver on Friday.,Five-time Tour de France winner Lance Armstrong is in Denver today for a meeting about surviving cancer.
300,1,172945,172742,"The ruling ``is so wrong that we are extremely confident that it will not withstand our appeal to the Sixth Circuit,'' Taubman Centers said in a statement.","The statement concluded, ""This ruling is so wrong that we are extremely confident that it will not withstand our appeal"" to the 6th U.S. Circuit Court."
301,1,2472825,2472863,Authorities did not immediately release the identities of the victims pending family notification.,Neither authorities nor Granquist would release identities of the victims pending family notification.
303,1,1953291,1953412,"The cuts are expected to save Texas consumers more than $510 million, and most policyholders will see reductions, Black said.","The reductions are expected to save Texas consumers $510 million, and most policyholders will see reductions, said Robert Black, an Insurance Department spokesman."
304,1,2679022,2679221,"In New Hampshire yesterday, Mr Bush reiterated Saddam's regime ""possessed and used weapons of mass destruction, sponsored terrorist groups and inflicted terror on its own people"".","""The regime of Saddam Hussein possessed and used weapons of mass destruction, sponsored terrorist groups and inflicted terror on its own people."""
306,1,2484349,2484160,"At Tuesday's arraignment hearing, Marsh pleaded not guilty to 122 counts of burial service fraud and 47 counts of making false statements.",At the hearing he pleaded not guilty to the burial service fraud and false statements charges.
307,1,1501925,1502094,"To put it very simply, Antetonitrus is Brontosaurus's older brother, hence the name.","Antetonitrus was brontosaurus' older brother, hence the name."
308,1,813244,813532,But church members and observers say they expect that the decision could be problematic for many Episcopalians.,But church members and observers say they anticipate that the decision here could pose doctrinal problems for some Episcopalians who believe the Bible prohibits homosexuality.
309,1,2749311,2749444,Bush already is halfway to his goal of raising $150 million to $170 million for next year's primaries.,He is roughly halfway to his goal of raising between $150 million and $170 million in the primaries.
310,1,3102010,3102052,"""Turning the corner does not mean we've crossed the finish line,"" Gregory told reporters.","""But turning the corner doesn't mean crossing the finish line,"" Gregory said at the bishops' annual meeting here."
311,1,1864807,1864926,The latest raid came as US lawmakers debate a report that accuses Saudi Arabia of not doing enough to counter terrorism.,The latest in the kingdom's almost weekly raids on alleged terror cells comes after a US Congress report accused Saudi Arabia of not doing enough to counter terrorism.
